,raw,char,line
37,"RUBY GILLIS:  Well, she's certainly not in the millionaires' class.  What about you?  Are you here with Gilbert?",RUBY GILLIS," Well, she's certainly not in the millionaires' class.  What about you?  Are you here with Gilbert?"
38,ANNE:  I--,ANNE, I--
39,"RUBY GILLIS:  Aren't those two ridiculous?  They're determined to sit each other out.  I really don't care a snit about either of them.  Well, let's get together soon, Anne.  I want to hear all your news.",RUBY GILLIS," Aren't those two ridiculous?  They're determined to sit each other out.  I really don't care a snit about either of them.  Well, let's get together soon, Anne.  I want to hear all your news."
40,        SCENE:  Meadow,        SCENE, Meadow
41, , ,
42,[music starts],[music starts],
43,"ANNE:  [pretending to herself]  Me?  I'd be honored to accept this dance. [dances with imaginary suitor]  ""You have lovely starry violet eyes.""  ""Why, thank you.  You can call me Cordelia.""  ""Cordelia, you have an exquisite rose leaf complexion.""",ANNE," [pretending to herself]  Me?  I'd be honored to accept this dance. [dances with imaginary suitor]  ""You have lovely starry violet eyes.""  ""Why, thank you.  You can call me Cordelia.""  ""Cordelia, you have an exquisite rose leaf complexion."""
44,GILBERT:  [to imaginary suitor]  Do allow me.  I have an account to settle with this young lady.  Your $20.  Care to? ,GILBERT, [to imaginary suitor]  Do allow me.  I have an account to settle with this young lady.  Your $20.  Care to? 
45,  ,  ,
46,"[they dance, she trips and pulls away]","[they dance, she trips and pulls away]",
47,"ANNE:  I'm sorry, Gil.  I must have two left feet.",ANNE," I'm sorry, Gil.  I must have two left feet."
48,        SCENE:  Bridge,        SCENE, Bridge
49,GILBERT:  What are you thinking about?,GILBERT, What are you thinking about?
50,ANNE:  I'm afraid to speak or move for fear that all this wonderful beauty will just vanish like a broken silence.,ANNE, I'm afraid to speak or move for fear that all this wonderful beauty will just vanish like a broken silence.
51,GILBERT:  Doesn't it remind you of our old school-day picnics?,GILBERT, Doesn't it remind you of our old school-day picnics?
52,"ANNE:  Hmm.  I don't want any of it to change.  I wish I could just hold on to those days forever.  I have a feeling things will never be the same again, will they?",ANNE," Hmm.  I don't want any of it to change.  I wish I could just hold on to those days forever.  I have a feeling things will never be the same again, will they?"
53,"GILBERT:  Well, I won't change.  That's the least I can promise you.  Anne, there's something I want to ask you.",GILBERT," Well, I won't change.  That's the least I can promise you.  Anne, there's something I want to ask you."
54,"ANNE:  Gil, please don't.",ANNE," Gil, please don't."
55,"GILBERT:  What is it?  You've been avoiding me all spring, ever since we graduated.",GILBERT," What is it?  You've been avoiding me all spring, ever since we graduated."
56,ANNE:  I never wanted to make you care for me so.  I kept away so you wouldn't.,ANNE, I never wanted to make you care for me so.  I kept away so you wouldn't.
57,"GILBERT:  Well, I won't be coming back to White Sands in the fall.  Dalhousie Medical School's accepted me.",GILBERT," Well, I won't be coming back to White Sands in the fall.  Dalhousie Medical School's accepted me."
58,"ANNE:  Gil, I'm so proud of you.",ANNE," Gil, I'm so proud of you."
59,"GILBERT:  I'm sorry about last week.  I just wanted to show you how much I care.  Now, maybe you don't think I'm good enough for you now, but I will be someday.",GILBERT," I'm sorry about last week.  I just wanted to show you how much I care.  Now, maybe you don't think I'm good enough for you now, but I will be someday."
60,"ANNE:  No, Gil.  You're a great deal too good for me.  But you want someone who will adore you; someone who will be happy  just to hang on your arm and build a home for you.  I wouldn't.",ANNE," No, Gil.  You're a great deal too good for me.  But you want someone who will adore you; someone who will be happy  just to hang on your arm and build a home for you.  I wouldn't."
61,"GILBERT:  Anne, that's not what I'm looking for at all.",GILBERT," Anne, that's not what I'm looking for at all."
62,"ANNE:  We'd end up like two old crows, fighting all the time.  I know I'd be unhappy and I'd wish we'd never done it.  ",ANNE," We'd end up like two old crows, fighting all the time.  I know I'd be unhappy and I'd wish we'd never done it.  "
63,GILBERT:  Everybody expects it.  You must feel that.,GILBERT, Everybody expects it.  You must feel that.
64,"ANNE:  Well, then, it would be for all the wrong reasons, Gil.  You just think that you love me.",ANNE," Well, then, it would be for all the wrong reasons, Gil.  You just think that you love me."
65,"GILBERT:  Anne, I've loved you as long as I can remember.  I need you.  I can't go away know that if I'd just--",GILBERT," Anne, I've loved you as long as I can remember.  I need you.  I can't go away know that if I'd just--"
66,"ANNE:  I promise that I will always be here if you need me.  Good friends are always together in spirit.  Let's not change, Gil.  Let's just go on being good friends.",ANNE," I promise that I will always be here if you need me.  Good friends are always together in spirit.  Let's not change, Gil.  Let's just go on being good friends."
67, , ,
68,"GILBERT:  Friends, huh?  I thought we were kindred spirits.  Please say yes.       ",GILBERT," Friends, huh?  I thought we were kindred spirits.  Please say yes.       "
69,"ANNE:  I can't.  Gil, I'm so desperately sorry.",ANNE," I can't.  Gil, I'm so desperately sorry."
70,        SCENE:  Road at night,        SCENE, Road at night
71,MORGAN HARRIS:  [honks horn]  WHOA!!,MORGAN HARRIS, [honks horn]  WHOA!!
72,ANNE:  WHOA!,ANNE, WHOA!
73,"MORGAN HARRIS:  Lady, get out of the way!",MORGAN HARRIS," Lady, get out of the way!"
74,ANNE:  Whoa!,ANNE, Whoa!
75,"MORGAN HARRIS:  What the heck are you doing, lady?  Do you have any idea how difficult it is to replace one of these lanterns?",MORGAN HARRIS," What the heck are you doing, lady?  Do you have any idea how difficult it is to replace one of these lanterns?"
76,ANNE:  You had no business taking the right of way!,ANNE, You had no business taking the right of way!
77,MORGAN HARRIS:  You had no business to be out here alone in the dark without a lantern!,MORGAN HARRIS, You had no business to be out here alone in the dark without a lantern!
78,ANNE:  Are all motorists as bold as you?  I enjoying being out alone at night!  Any gentleman would have had the decency to stop!,ANNE, Are all motorists as bold as you?  I enjoying being out alone at night!  Any gentleman would have had the decency to stop!
79,MORGAN HARRIS:  I was hoping we'd meet again.  I've been wondering for several weeks exactly who you were.  I'm sorry I wasn't able to introduce myself that day on the beach--,MORGAN HARRIS, I was hoping we'd meet again.  I've been wondering for several weeks exactly who you were.  I'm sorry I wasn't able to introduce myself that day on the beach--
80,"ANNE:  I have no desire to be introduced, thank you.",ANNE," I have no desire to be introduced, thank you."
81,MORGAN HARRIS:  I'll bet that no one's ever told you how becoming red hair can be in the moonlight.,MORGAN HARRIS, I'll bet that no one's ever told you how becoming red hair can be in the moonlight.
82,"ANNE:  Actually, lots of people have.",ANNE," Actually, lots of people have."
83,MORGAN HARRIS:  Why don't you tie the horse up?  I'll take you wherever you want to go.  You can come back for the buggy in the morning.,MORGAN HARRIS, Why don't you tie the horse up?  I'll take you wherever you want to go.  You can come back for the buggy in the morning.
84,ANNE:  I'll do no such thing!,ANNE, I'll do no such thing!
85,MORGAN HARRIS:  Suit yourself.  Just trying to be a gentleman.,MORGAN HARRIS, Suit yourself.  Just trying to be a gentleman.
86,ANNE:  Don't give yourself airs.  You are in a class entirely by yourself!,ANNE, Don't give yourself airs.  You are in a class entirely by yourself!
87,        SCENE:  Diana's bedroom,        SCENE, Diana's bedroom
88,"ANNE:  [singing with record to Oh, Promise Me] ""Oh promise me that someday you and I / Will take our love together to some sky / Where we can be alone and love renew...""",ANNE," [singing with record to Oh, Promise Me] ""Oh promise me that someday you and I / Will take our love together to some sky / Where we can be alone and love renew..."""
89,"DIANA:  If the minister's wife ever gets through this piece, I shall faint.  I cannot stop it.",DIANA," If the minister's wife ever gets through this piece, I shall faint.  I cannot stop it."
90,"ANNE:   ""...the flowers are in bloo--oom.""  Can you just see the buttons popping off her corset?",ANNE,"  ""...the flowers are in bloo--oom.""  Can you just see the buttons popping off her corset?"
91,"DIANA:  Oh, stop it.  Oh, I'm going to be sick.",DIANA," Oh, stop it.  Oh, I'm going to be sick."
92,"ANNE:  Now, now.  This is you, nervously sweeping up the aisle on your father's arm, your black curls frosted over with the film of your delicate chiffon veil.  The perfect bride, you look into Fred's red face and whisper: ""I'm unwept.""",ANNE," Now, now.  This is you, nervously sweeping up the aisle on your father's arm, your black curls frosted over with the film of your delicate chiffon veil.  The perfect bride, you look into Fred's red face and whisper: ""I'm unwept."""
93,"DIANA:  Oh, don't be mean!",DIANA," Oh, don't be mean!"
94,"ANNE:  Just promise me one thing:  If he faints, make sure you catch him. [they fall on the bed and the bed breaks]",ANNE," Just promise me one thing:  If he faints, make sure you catch him. [they fall on the bed and the bed breaks]"
95,"MRS. BARRY: [from downstairs] Diana!  Diana Barry, what in heaven's name is going on?",MRS. BARRY,"[from downstairs] Diana!  Diana Barry, what in heaven's name is going on?"
96,DIANA:  [whispering to Anne] Now you've done it.,DIANA, [whispering to Anne] Now you've done it.
97,"MRS. BARRY: [from downstairs] Diana, answer me.",MRS. BARRY,"[from downstairs] Diana, answer me."
98,"DIANA:  Nothing, Mother.  We're just rehearsing the wedding march.",DIANA," Nothing, Mother.  We're just rehearsing the wedding march."
99,"MRS. BARRY: [from downstairs]  For pity sake, don't march through the ceiling.",MRS. BARRY,"[from downstairs]  For pity sake, don't march through the ceiling."
100,"DIANA:  Oh, I'm so nervous, Anne.  I don't know how I'm going to get through this tomorrow.",DIANA," Oh, I'm so nervous, Anne.  I don't know how I'm going to get through this tomorrow."
101,ANNE:  You'll be alright.  Everyone survives the ceremony; it's afterwards...,ANNE, You'll be alright.  Everyone survives the ceremony; it's afterwards...
102,"DIANA:  Oh, you're so smug.  Wait till your turn comes, Miss Anne.",DIANA," Oh, you're so smug.  Wait till your turn comes, Miss Anne."
103,"ANNE:  No, I have definitely decided on a career over marriage.  I think I'd like to be a nun.  Wouldn't it be wonderful to be the bride of heaven?  Oh, but then I'm not Catholic and I hardly qualify for that sort of career.",ANNE," No, I have definitely decided on a career over marriage.  I think I'd like to be a nun.  Wouldn't it be wonderful to be the bride of heaven?  Oh, but then I'm not Catholic and I hardly qualify for that sort of career."
104,"DIANA:   Well, what about a nurse?  That's a romantic profession.  Smoothing fevered brows.  And some handsome millionaire patient falling madly in love with you and carrying you off to the Mediterranean.",DIANA,"  Well, what about a nurse?  That's a romantic profession.  Smoothing fevered brows.  And some handsome millionaire patient falling madly in love with you and carrying you off to the Mediterranean."
105,"ANNE:  I can't give it all up for the prosaic reality of Gilbert.  He proposed, you know.  And I refused.",ANNE," I can't give it all up for the prosaic reality of Gilbert.  He proposed, you know.  And I refused."
106,DIANA:  You what?! ,DIANA, You what?! 
107,ANNE:  Yes.,ANNE, Yes.
108,"DIANA:  Anne, are you out of your mind?",DIANA," Anne, are you out of your mind?"
109,"ANNE:  Don't scold me, Diana.  Can't you understand?",ANNE," Don't scold me, Diana.  Can't you understand?"
110,"DIANA:  Anne, I can't believe it.  I thought all this going on about your ideals was a cover-up because he hadn't asked you, yet.  You actually said no?  After two years of flirting, this is scandalous.",DIANA," Anne, I can't believe it.  I thought all this going on about your ideals was a cover-up because he hadn't asked you, yet.  You actually said no?  After two years of flirting, this is scandalous."
111,"ANNE:  Take that back, Diana Barry.  I never flirted with him.  Gil and I have only ever been good friends.",ANNE," Take that back, Diana Barry.  I never flirted with him.  Gil and I have only ever been good friends."
112,"DIANA:  I even steered clear of Gilbert because of you.   How could you, Anne?",DIANA," I even steered clear of Gilbert because of you.   How could you, Anne?"
113,ANNE:  I know.  I don't love him.   I'm sure he despises me now. And you despise me.  And I despise myself.  I'm so humiliated over this whole stupid thing!,ANNE, I know.  I don't love him.   I'm sure he despises me now. And you despise me.  And I despise myself.  I'm so humiliated over this whole stupid thing!
114,"DIANA:  Poor  darling.  I have no right to scold you.  Things are so mixed up in real life, Anne.  They're never as clear as they are in romantic novels.",DIANA," Poor  darling.  I have no right to scold you.  Things are so mixed up in real life, Anne.  They're never as clear as they are in romantic novels."
115,        SCENE:  Diana's wedding,        SCENE, Diana's wedding
116,ANNE:  Your parents are coming.,ANNE, Your parents are coming.
117,"DIANA:  Oh, Anne, I shall die.  I'm so nervous.  I know I'm going to faint, Aunt Jo.",DIANA," Oh, Anne, I shall die.  I'm so nervous.  I know I'm going to faint, Aunt Jo."
118,"AUNT JOSEPHINE BARRY:  If you do, I'll drag you down to the rain water hog shed and drop you in.  Here.  Let me see at you.",AUNT JOSEPHINE BARRY," If you do, I'll drag you down to the rain water hog shed and drop you in.  Here.  Let me see at you."
119,"ANNE:  Don't you fret.  Oh, you look lovely.",ANNE," Don't you fret.  Oh, you look lovely."
120,"MR. BARRY: Well, everything's all ready.  I've given the minister the signal.",MR. BARRY,"Well, everything's all ready.  I've given the minister the signal."
121,"MRS. BARRY: Oh, my darling, I'm losing you forever.",MRS. BARRY,"Oh, my darling, I'm losing you forever."
122,"AUNT JOSEPHINE BARRY:  Now, now.  Don't get all sentimental, Elizabeth.  You still have Minnie May.  Tears aren't lucky at weddings.",AUNT JOSEPHINE BARRY," Now, now.  Don't get all sentimental, Elizabeth.  You still have Minnie May.  Tears aren't lucky at weddings."
123,        ,        ,
124,SCENE:  Walking down the aisle,SCENE, Walking down the aisle
125,RACHEL:  What a fine looking pair.,RACHEL, What a fine looking pair.
126,AUNT JOSEPHINE BARRY:  You won't win that Blythe boy back by punishing him.,AUNT JOSEPHINE BARRY, You won't win that Blythe boy back by punishing him.
127,ANNE:  I wonder why everyone seems to think I ought be with Gilbert Blythe.,ANNE, I wonder why everyone seems to think I ought be with Gilbert Blythe.
128,        SCENE:  Reception,        SCENE, Reception
129,"ANNE:  Moody Spurgeon!  Goodness, you look older in you new celluloid collar.",ANNE," Moody Spurgeon!  Goodness, you look older in you new celluloid collar."
130,"MOODY SPURGEON:  Thanks, Anne.  You look dashing, yourself.  You looked as good as the bride.",MOODY SPURGEON," Thanks, Anne.  You look dashing, yourself.  You looked as good as the bride."
131,"ANNE:  Well, how sweet of you, Moody, to ask Josie to the wedding.  You know, I was afraid you mightn't have been invited.",ANNE," Well, how sweet of you, Moody, to ask Josie to the wedding.  You know, I was afraid you mightn't have been invited."
132,"JOSIE PYE:  Isn't she precious, Moody?  You wore that sweet old dress to Fanny Emerson's wedding last year, though, didn't you, Anne?  You know what they say, ""Twice a bridesmaid, never a bride.""",JOSIE PYE," Isn't she precious, Moody?  You wore that sweet old dress to Fanny Emerson's wedding last year, though, didn't you, Anne?  You know what they say, ""Twice a bridesmaid, never a bride."""
133,"ANNE:  That's three times a bridesmaid, not twice, Josie.  But then you're so fortunate; the only thing you've ever had to wear twice is a sour expression.  Now, don't you forget  to save me a waltz.",ANNE," That's three times a bridesmaid, not twice, Josie.  But then you're so fortunate; the only thing you've ever had to wear twice is a sour expression.  Now, don't you forget  to save me a waltz."
134,"MOODY SPURGEON: I won't, Anne.  [to Josie] Alright, I was just trying to be polite.",MOODY SPURGEON,"I won't, Anne.  [to Josie] Alright, I was just trying to be polite."
135,"GILBERT:  [to Christine] Ah, excuse me a moment, won't you, Christine.  Moody.  Josie.  [runs after Anne]",GILBERT," [to Christine] Ah, excuse me a moment, won't you, Christine.  Moody.  Josie.  [runs after Anne]"
136,MOODY SPURGEON: Gilbert.,MOODY SPURGEON,Gilbert.
137,"DIANA:  [to Moody, Josie]  What's wrong?",DIANA," [to Moody, Josie]  What's wrong?"
138,        SCENE:  Carriage house,        SCENE, Carriage house
139,"GILBERT:  Anne, wait!",GILBERT," Anne, wait!"
140,"ANNE:  Please, Gil.",ANNE," Please, Gil."
141,GILBERT:  Where are you going?,GILBERT, Where are you going?
142,ANNE:  I'm leaving.  Marilla took Rachel back early.  She was ill and I don't feel very well either.,ANNE, I'm leaving.  Marilla took Rachel back early.  She was ill and I don't feel very well either.
143,GILBERT:  I'll drive you back.,GILBERT, I'll drive you back.
144,ANNE:  What about your friend?,ANNE, What about your friend?
145,GILBERT:  I can explain.  She won't mind.,GILBERT, I can explain.  She won't mind.
146,"ANNE:  She looks like a lovely and accomplished young lady, Gil.",ANNE," She looks like a lovely and accomplished young lady, Gil."
147,"GILBERT:  It's not Christine I care about.  There's someone else, isn't there?",GILBERT," It's not Christine I care about.  There's someone else, isn't there?"
148,"ANNE:  No, Gil, honestly there isn't.  I don't care for anyone in that way.  And I like you more than anybody.",ANNE," No, Gil, honestly there isn't.  I don't care for anyone in that way.  And I like you more than anybody."
149,"GILBERT:  Anne, I'll wait.  Even if I thought you cared just a little.",GILBERT," Anne, I'll wait.  Even if I thought you cared just a little."
150,"ANNE:  I do care, Gil.  I always have.  But I can never, never love you in the way you want me to.  I'm happy as I am; I won't ever marry.",ANNE," I do care, Gil.  I always have.  But I can never, never love you in the way you want me to.  I'm happy as I am; I won't ever marry."
151,"GILBERT:  You'll marry, alright.  Some fool who will sit and read Tennyson by firelight, no doubt.  Build you your castles in the sky.  I know you.",GILBERT," You'll marry, alright.  Some fool who will sit and read Tennyson by firelight, no doubt.  Build you your castles in the sky.  I know you."
152,"ANNE:  Please, Gil,  I don't mean to hurt you.  But you'll see I'm right by and by when you fall for someone else.",ANNE," Please, Gil,  I don't mean to hurt you.  But you'll see I'm right by and by when you fall for someone else."
153,"GILBERT:  You haven't hurt me, really.  It's just that I fool myself into thinking that you loved me, that's all.",GILBERT," You haven't hurt me, really.  It's just that I fool myself into thinking that you loved me, that's all."
154,"ANNE:  Gil, please.",ANNE," Gil, please."
155,"GILBERT:  I hope he breaks your heart, whoever he is.",GILBERT," I hope he breaks your heart, whoever he is."
156,ANNE:  You don't under--,ANNE, You don't under--
157,GILBERT:  Then maybe you'll come to your senses.,GILBERT, Then maybe you'll come to your senses.
158,        SCENE:  Back at reception,        SCENE, Back at reception
159,DIANA:  Anne!,DIANA, Anne!
160,"ANNE:  Oh, you look positively radiant.",ANNE," Oh, you look positively radiant."
161,DIANA:  And you look like you've seen a ghost.,DIANA, And you look like you've seen a ghost.
162,"ANNE:  Gilbert spoke to me again.  Diana, I feel like I've cut off his right arm.  Would you please go and talk to him?  I know he'll listen to you.",ANNE," Gilbert spoke to me again.  Diana, I feel like I've cut off his right arm.  Would you please go and talk to him?  I know he'll listen to you."
163,"FRED WRIGHT:  Hurry up, Diana!",FRED WRIGHT," Hurry up, Diana!"
164,"DIANA:  I don't know when or how, but I'll try.  Good-bye, Anne.",DIANA," I don't know when or how, but I'll try.  Good-bye, Anne."
165,"ANNE:  Farewell, my beloved. [Diana and Fred leave]",ANNE," Farewell, my beloved. [Diana and Fred leave]"
166,"CHRISTINE STUART: You're wrong, Tillie.  I thought Anne Shirley looked lovely beside Diana.",CHRISTINE STUART,"You're wrong, Tillie.  I thought Anne Shirley looked lovely beside Diana."
167,"TILLIE BOULTER: Christine Stuart, you're too kind.  I can't believe you didn't notice Anne starring at Gilbert just to make him jealous.",TILLIE BOULTER,"Christine Stuart, you're too kind.  I can't believe you didn't notice Anne starring at Gilbert just to make him jealous."
168,"CHRISTINE STUART: I know that Gilbert is very fond of Anne, but he certainly isn't jealous.",CHRISTINE STUART,"I know that Gilbert is very fond of Anne, but he certainly isn't jealous."
169,JOSIE PYE:  She's just trying desperately to win him back from you.,JOSIE PYE, She's just trying desperately to win him back from you.
170,"CHRISTINE STUART: I don't think it's that at all.  Besides, Gil and I are only friends.",CHRISTINE STUART,"I don't think it's that at all.  Besides, Gil and I are only friends."
171,"JOSIE PYE:  Well, I think Anne Shirley has far too big an opinion of herself.",JOSIE PYE," Well, I think Anne Shirley has far too big an opinion of herself."
172,        SCENE:  Cuthbert field,        SCENE, Cuthbert field
173,"MARILLA:  Why, Anne.  I thought you were going to stay at the Barrys' for the bonfire.  Why did you come home so early?",MARILLA," Why, Anne.  I thought you were going to stay at the Barrys' for the bonfire.  Why did you come home so early?"
174,"ANNE:  Diana.  She was the bride of my dreams.  She and Fred have left now, and I feel tired and anxious... I don't know.  Perhaps I should accept Miss Stacey's offer in Kingsport.  I'd like to see and hear new places.  I could get a whole bunch of ideas I could write stories from.",ANNE," Diana.  She was the bride of my dreams.  She and Fred have left now, and I feel tired and anxious... I don't know.  Perhaps I should accept Miss Stacey's offer in Kingsport.  I'd like to see and hear new places.  I could get a whole bunch of ideas I could write stories from."
175,"MARILLA:  Rachel was feeling pretty discouraged today at the wedding, having to move west and live with her boy and all.  And the thought came to me that perhaps I should ask her to board with me instead of the Piccard girl.  I haven't said anything to her; I wanted your opinion.",MARILLA," Rachel was feeling pretty discouraged today at the wedding, having to move west and live with her boy and all.  And the thought came to me that perhaps I should ask her to board with me instead of the Piccard girl.  I haven't said anything to her; I wanted your opinion."
176,"ANNE:  Well, it would be your decision, Marilla.  Are you sure?",ANNE," Well, it would be your decision, Marilla.  Are you sure?"
177,"MARILLA:  Well, she has her faults, I know.  But she has  been my nearest neighbor for 45 years and I'd rather put up with her than lose her.",MARILLA," Well, she has her faults, I know.  But she has  been my nearest neighbor for 45 years and I'd rather put up with her than lose her."
178,ANNE:  Please don't do this because you feel badly on my account.,ANNE, Please don't do this because you feel badly on my account.
179,"MARILLA:  Stuff and nonsense!  I can be civil with Rachel, so long as she stays out of my kitchen.  I will be quite capable of looking after the farm with Mr. Barry's help.",MARILLA," Stuff and nonsense!  I can be civil with Rachel, so long as she stays out of my kitchen.  I will be quite capable of looking after the farm with Mr. Barry's help."
180,"ANNE:  Marilla, do you never wish you'd adopted a boy like you intended to?  He could have run this farm and saved you all this trouble.",ANNE," Marilla, do you never wish you'd adopted a boy like you intended to?  He could have run this farm and saved you all this trouble."
181,"MARILLA:  Anne Shirley, I wouldn't trade you for a dozen boys.  Now, you just mind that.   Was it a boy that got the Bachelor of Arts and won the Rollings Reliable story contest, now was it?  I'll miss you.  I'll miss my girl.  Promise me you won't stay away forever.",MARILLA," Anne Shirley, I wouldn't trade you for a dozen boys.  Now, you just mind that.   Was it a boy that got the Bachelor of Arts and won the Rollings Reliable story contest, now was it?  I'll miss you.  I'll miss my girl.  Promise me you won't stay away forever."
182,        SCENE:  Cuthbert porch,        SCENE, Cuthbert porch
183,"RACHEL:  I never thought of living as far off the road as Green Gables, but I'd rather live at the bottom of a well than leave Avonlea.",RACHEL," I never thought of living as far off the road as Green Gables, but I'd rather live at the bottom of a well than leave Avonlea."
184,"DIANA:  Well, I know how grateful Anne is to you for staying.",DIANA," Well, I know how grateful Anne is to you for staying."
185,"RACHEL:  Well, she was always one to leap into things when she made her mind up to it.  It's a blessing she's going off to a ladies' academy, that's what.  I don't approve of them coeducational institutions, and I never have.  All the girls flirting with all the boys.",RACHEL," Well, she was always one to leap into things when she made her mind up to it.  It's a blessing she's going off to a ladies' academy, that's what.  I don't approve of them coeducational institutions, and I never have.  All the girls flirting with all the boys."
186,"MARILLA:  They do study a little, Rachel.",MARILLA," They do study a little, Rachel."
187,"RACHEL:  Hmph!  Precious little.  However, her pupils will be well enough behaved if this school's as well-to-do as she claims.",RACHEL," Hmph!  Precious little.  However, her pupils will be well enough behaved if this school's as well-to-do as she claims."
188,ANNE:  I can't imagine I've forgotten a thing.  You've all been so helpful.,ANNE, I can't imagine I've forgotten a thing.  You've all been so helpful.
189,"RACHEL:  Mind how you were raised, now, and go to church regularly, Anne.  And be careful what friends you make.",RACHEL," Mind how you were raised, now, and go to church regularly, Anne.  And be careful what friends you make."
190,MARILLA:  Be sure to put on your warm underclothes when the weather gets chilly.,MARILLA, Be sure to put on your warm underclothes when the weather gets chilly.
191,"RACHEL:  Yes, and be careful of your health, whatever you do.",RACHEL," Yes, and be careful of your health, whatever you do."
192,MARILLA:  And you let us hear from you when you've settled.,MARILLA, And you let us hear from you when you've settled.
193,"RACHEL:  Good-bye, Anne.",RACHEL," Good-bye, Anne."
194,ANNE:  Good-bye.,ANNE, Good-bye.
195,RACHEL:  Make sure everything is well tagged when you put it on the train.,RACHEL, Make sure everything is well tagged when you put it on the train.
196,"DIANA:  Don't worry, we'll take care of everything.",DIANA," Don't worry, we'll take care of everything."
197,"MARILLA:  Hurry up, now.  You'll be late.  Good luck!",MARILLA," Hurry up, now.  You'll be late.  Good luck!"
198,"ANNE:  Good-bye, Marilla.  I don't know what I'd do without you!  You've both been so wonderful.  But I won't be gone for long and I promise I'll write as often as I can.  Good-bye.",ANNE," Good-bye, Marilla.  I don't know what I'd do without you!  You've both been so wonderful.  But I won't be gone for long and I promise I'll write as often as I can.  Good-bye."
199,"RACHEL:  Well, Marilla.  I never would have believed an orphan could turn out so fine.  No one could deny she's real tall and stylish now.",RACHEL," Well, Marilla.  I never would have believed an orphan could turn out so fine.  No one could deny she's real tall and stylish now."
200,"MARILLA:  Nobody at all.  I can't help remembering her as a little girl.  Awful hard, I was bewildered trying to manage her.   Matthew understood her better.",MARILLA," Nobody at all.  I can't help remembering her as a little girl.  Awful hard, I was bewildered trying to manage her.   Matthew understood her better."
201,"RACHEL:  Well, it's to your credit you changed her as much as you did.",RACHEL," Well, it's to your credit you changed her as much as you did."
202,"MARILLA:  Oh, she hasn't changed much.  Not really.  It's us that's changed, Rachel.",MARILLA," Oh, she hasn't changed much.  Not really.  It's us that's changed, Rachel."
203,        SCENE:  On road,        SCENE, On road
204,"ANNE:  How I've longed for this moment, Diana.  And now that it's starring me in the face, I can't bare the thought of leaving.",ANNE," How I've longed for this moment, Diana.  And now that it's starring me in the face, I can't bare the thought of leaving."
205,FRED WRIGHT:  We saw Gil Blythe up to medical school last week.,FRED WRIGHT, We saw Gil Blythe up to medical school last week.
206,"ANNE:  Did he say anything, Diana?",ANNE," Did he say anything, Diana?"
207,"DIANA:  I think he understands, Anne.",DIANA," I think he understands, Anne."
208,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- 9 -- Next,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- 9 -- Next,
0,Sequel Script: Part 4,Sequel Script,Part 4
1,SCENE:  Kingsport train station,SCENE, Kingsport train station
2,"MISS STACEY:  Anne?  Anne Shirley!  Oh, there you are!",MISS STACEY," Anne?  Anne Shirley!  Oh, there you are!"
3,"ANNE:  Oh, Miss Stacey!  It feels like decades!",ANNE," Oh, Miss Stacey!  It feels like decades!"
4,"MISS STACEY:  Oh, up all night in that dreadful train, you must be exhausted.",MISS STACEY," Oh, up all night in that dreadful train, you must be exhausted."
5,"ANNE:  I feel broken down and  green and provincial and only ten years old.  For pity's sake, please take me someplace where I can hear myself think.",ANNE," I feel broken down and  green and provincial and only ten years old.  For pity's sake, please take me someplace where I can hear myself think."
6,MISS STACEY:  I've got a cab waiting just outside.  Where are your luggage tags?  The driver can take care of your trunk.,MISS STACEY, I've got a cab waiting just outside.  Where are your luggage tags?  The driver can take care of your trunk.
7,"ANNE:  If you weren't here, Miss Stacey, I think I should just sit down and burst into tears.",ANNE," If you weren't here, Miss Stacey, I think I should just sit down and burst into tears."
8,"MISS STACEY:  Well, I can't tell you just how happy I am to have you here, Anne.  After all, why be a member of the board of governors in an institution if you can't pull a few strings?",MISS STACEY," Well, I can't tell you just how happy I am to have you here, Anne.  After all, why be a member of the board of governors in an institution if you can't pull a few strings?"
9,"ANNE:  Miss Stacey, you didn't.",ANNE," Miss Stacey, you didn't."
10,"MISS STACEY:  Yes, I did.",MISS STACEY," Yes, I did."
11,        SCENE:  Carriage,        SCENE, Carriage
12,"ANNE:  I intend to keep up with my writing.  This quaint, old town will be a wonderful inspiration.",ANNE," I intend to keep up with my writing.  This quaint, old town will be a wonderful inspiration."
13,"MISS STACEY:  Well, I think your youth and vitality will make an enormous contribution to our ladies' college.  After all, you were my prize pupil in Avonlea.",MISS STACEY," Well, I think your youth and vitality will make an enormous contribution to our ladies' college.  After all, you were my prize pupil in Avonlea."
14,"ANNE:  Oh, I'm so nervous I won't meet with their expectations.",ANNE," Oh, I'm so nervous I won't meet with their expectations."
15,"MISS STACEY:  Oh, nonsense.  They may be privileged young ladies from wealthy families, but they're spoiled and pampered.",MISS STACEY," Oh, nonsense.  They may be privileged young ladies from wealthy families, but they're spoiled and pampered."
16,        SCENE:  Mrs. Tom Pringle's house,        SCENE, Mrs. Tom Pringle's house
17,ANNE:  Great Jehoshephat!  What richness!  This is far more gracious than I ever dreamed could exist.,ANNE, Great Jehoshephat!  What richness!  This is far more gracious than I ever dreamed could exist.
