,raw,char,line
154,JACK: They can sell a telephone book with my name and the right cover.  Books are packaged goods to them.,JACK,They can sell a telephone book with my name and the right cover.  Books are packaged goods to them.
155,"ANNE: [backing up] Sales are down because of the war.  Your reading public is diminishing.  I could make up some excuse for you, if you more time to reflect.",ANNE,"[backing up] Sales are down because of the war.  Your reading public is diminishing.  I could make up some excuse for you, if you more time to reflect."
156,"JACK: No, don’t! Don’t go! Don’t!  Don’t!  I have a proposition for us.  Please, sit down.",JACK,"No, don’t! Don’t go! Don’t!  Don’t!  I have a proposition for us.  Please, sit down."
157,ANNE: Mr. Garrison--.,ANNE,Mr. Garrison--.
158,"JACK: Look.  I haphazardly picked this up yesterday… when we met.  I’m sorry.  I hope you don’t mind, but I read it.  And I have to tell you how often I laughed… and cried.  You make me want to quit writing the junk I write for good.",JACK,"Look.  I haphazardly picked this up yesterday… when we met.  I’m sorry.  I hope you don’t mind, but I read it.  And I have to tell you how often I laughed… and cried.  You make me want to quit writing the junk I write for good."
159,ANNE: I was looking everywhere for this.,ANNE,I was looking everywhere for this.
160,"JACK: I was moved despite myself.  Once in a lifetime you meet someone who you consider is the kind of… creative individual that you wish you-- no, I wish I could be.  [he bends to kiss her hand, but she pulls away]",JACK,"I was moved despite myself.  Once in a lifetime you meet someone who you consider is the kind of… creative individual that you wish you-- no, I wish I could be.  [he bends to kiss her hand, but she pulls away]"
161,"ANNE: Thank you, Mr. Garrison.  The compliment is a welcome tonic for someone who has never received the kind of success you have.  I suggest you decide what you want to do and get back to me--Mr. Winfield.  [she turns to leave]",ANNE,"Thank you, Mr. Garrison.  The compliment is a welcome tonic for someone who has never received the kind of success you have.  I suggest you decide what you want to do and get back to me--Mr. Winfield.  [she turns to leave]"
162,JACK: Wait!  Wait!  I haven’t finished.  Wait!,JACK,Wait!  Wait!  I haven’t finished.  Wait!
163,     SCENE: Outside Jack Garrison’s apartment building,     SCENE,Outside Jack Garrison’s apartment building
164,"JACK: Miss Shirley, wait!  If you don’t listen, I’ll jump.  I’ll throw myself at your feet.",JACK,"Miss Shirley, wait!  If you don’t listen, I’ll jump.  I’ll throw myself at your feet."
165,"ANNE: You’re drunk.  Besides, people who do it never talk about it first.  [he moves to jump]  NO, DON’T!  Mr. Garrison, whatever it is, your book is not a matter of life or death.",ANNE,"You’re drunk.  Besides, people who do it never talk about it first.  [he moves to jump]  NO, DON’T!  Mr. Garrison, whatever it is, your book is not a matter of life or death."
166,"JACK: But, if what Winfield wants is the next female bestseller, it’s you.",JACK,"But, if what Winfield wants is the next female bestseller, it’s you."
167,ANNE: [chuckles]  I would have to submit it under a pseudonym like… like…,ANNE,[chuckles]  I would have to submit it under a pseudonym like… like…
168,JACK: Let me submit the manuscript… under both our names.,JACK,Let me submit the manuscript… under both our names.
169,ANNE: You’re insane.  Goodnight.,ANNE,You’re insane.  Goodnight.
170,"JACK: I’ll jump, unless you agree.",JACK,"I’ll jump, unless you agree."
171,"ANNE: No, you won’t. No, you won’t.  No, don’t.  NO, DON’T! DON’T!  Mr. Garrison, please!",ANNE,"No, you won’t. No, you won’t.  No, don’t.  NO, DON’T! DON’T!  Mr. Garrison, please!"
172,"JACK: Anne, you have talent, and I need a book.  I’ll guarantee you it gets published, if you let me handle the whole thing with Winfield.  Besides, it’s a wonderful book.  It will free from the final specter of the Winfields once and for all, and get you the reading public you so richly deserve.  The honor would be entirely mine.",JACK,"Anne, you have talent, and I need a book.  I’ll guarantee you it gets published, if you let me handle the whole thing with Winfield.  Besides, it’s a wonderful book.  It will free from the final specter of the Winfields once and for all, and get you the reading public you so richly deserve.  The honor would be entirely mine."
173,ANNE: It will take me forever to finish the book.  That’s only my first draft.,ANNE,It will take me forever to finish the book.  That’s only my first draft.
174,JACK: Let me be your editor and we’ll submit it within a month. [he kisses her hand],JACK,Let me be your editor and we’ll submit it within a month. [he kisses her hand]
175,"ANNE: Alright.  I’ll finish this draft and send it to you.  Goodnight, Mr. Garrison.",ANNE,"Alright.  I’ll finish this draft and send it to you.  Goodnight, Mr. Garrison."
176,     SCENE:  Outside Bellevue Hospital,     SCENE, Outside Bellevue Hospital
177,ANNE:  I’m in trouble.  I need help.,ANNE, I’m in trouble.  I need help.
178,"GILBERT: Well, it is probably the most absurd scheme you’ve ever attempted.",GILBERT,"Well, it is probably the most absurd scheme you’ve ever attempted."
179,"ANNE: Thanks for your vote of confidence, Gilbert Blythe.  This chance is once in a lifetime.",ANNE,"Thanks for your vote of confidence, Gilbert Blythe.  This chance is once in a lifetime."
180,"GILBERT: Yeah.  Anne, what successful writer has ever written with a pinch hitter?",GILBERT,"Yeah.  Anne, what successful writer has ever written with a pinch hitter?"
181,"ANNE: All writers have editors.  I gave him my new draft.  What if he doesn’t like it?  And now I’ve been invited to a reception at his family’s estate.  I feel like a lamb being led to the slaughter.  No, don’t desert me, please.",ANNE,"All writers have editors.  I gave him my new draft.  What if he doesn’t like it?  And now I’ve been invited to a reception at his family’s estate.  I feel like a lamb being led to the slaughter.  No, don’t desert me, please."
182,GILBERT: Take a deep breath.  Believe in your own ability.,GILBERT,Take a deep breath.  Believe in your own ability.
183,"ANNE: [breathes, chuckles]  Mrs. Lynde did say I have the nerve of a canal horse.",ANNE,"[breathes, chuckles]  Mrs. Lynde did say I have the nerve of a canal horse."
184,GILBERT: I’m looking forward to meeting this Garrison phenomenon.,GILBERT,I’m looking forward to meeting this Garrison phenomenon.
185,     SCENE: Garrison’s estate,     SCENE,Garrison’s estate
186,ANNE: [to Gilbert] Thank you.,ANNE,[to Gilbert] Thank you.
187,"KIT GARRISON: You know, I trot Jack out whenever I want to attract a crowd.  We raised $2000 for my hospital overseas for war orphans.  If we Americans join the Allies at war with the same kind of enthusiasm, we’ll put an end to the blessedness.  I understand the book you and Jack are collaborating on concerns an orphan.",KIT GARRISON,"You know, I trot Jack out whenever I want to attract a crowd.  We raised $2000 for my hospital overseas for war orphans.  If we Americans join the Allies at war with the same kind of enthusiasm, we’ll put an end to the blessedness.  I understand the book you and Jack are collaborating on concerns an orphan."
188,ANNE: Yes.,ANNE,Yes.
189,"KIT GARRISON: When it’s reviewed, I’d like to host a charity ball from Manoir, using the novel as the theme.",KIT GARRISON,"When it’s reviewed, I’d like to host a charity ball from Manoir, using the novel as the theme."
190,ANNE: I can’t imagine my book as a setting for a charity fundraiser. ,ANNE,I can’t imagine my book as a setting for a charity fundraiser. 
191,JACK: You must be Dr. Blythe.,JACK,You must be Dr. Blythe.
192,GILBERT: Mr. Garrison.  How do you do?  I’ve been looking forward to meeting--,GILBERT,Mr. Garrison.  How do you do?  I’ve been looking forward to meeting--
193,JACK: The subject of such devotion.  You are fortunate to hold this young woman’s intense esteem and adoration.  A writer is often only married to the art of language.  I predict enormous happiness for you both.,JACK,The subject of such devotion.  You are fortunate to hold this young woman’s intense esteem and adoration.  A writer is often only married to the art of language.  I predict enormous happiness for you both.
194,"GILBERT: Well, uh, thank you.",GILBERT,"Well, uh, thank you."
195,"JACK: Anne.  Aunt Kitt, Dr. Blythe is one of the senior staff members at Bellevue.",JACK,"Anne.  Aunt Kitt, Dr. Blythe is one of the senior staff members at Bellevue."
196,KIT GARRISON: Oh.,KIT GARRISON,Oh.
197,JACK: We have a number of guests here involved in fundraising I’m sure you’d like to meet.  Miss Shirley and I have a bit of business to complicate things.,JACK,We have a number of guests here involved in fundraising I’m sure you’d like to meet.  Miss Shirley and I have a bit of business to complicate things.
198,KIT GARRISON: My nephew’s quite taken with your fiancé.,KIT GARRISON,My nephew’s quite taken with your fiancé.
199,"GILBERT: Well, Anne isn’t easily influenced when it comes to her writing.  I don’t think he understands what he’s up against.",GILBERT,"Well, Anne isn’t easily influenced when it comes to her writing.  I don’t think he understands what he’s up against."
200,     SCENE: Elsewhere on the Garrison estate,     SCENE,Elsewhere on the Garrison estate
201,JACK: [throwing the manuscript down] It’s god-awful.  It’s just not good enough.,JACK,[throwing the manuscript down] It’s god-awful.  It’s just not good enough.
202,ANNE: I beg your pardon?,ANNE,I beg your pardon?
203,"JACK: You changed everything that was genuine, all the innocence.  I don’t know what happened, but you better burn this.",JACK,"You changed everything that was genuine, all the innocence.  I don’t know what happened, but you better burn this."
204,ANNE: Burn this?,ANNE,Burn this?
205,JACK: Start over.,JACK,Start over.
206,ANNE: I’m trying to write the way you wanted me to.  I’ve exhausted myself making this work.,ANNE,I’m trying to write the way you wanted me to.  I’ve exhausted myself making this work.
207,"JACK: Well, if you don’t want to keep at it, go back and teach.  I can smell when something isn’t working.  You wanted to be considered a serious writer, that’s why I’m helping you.",JACK,"Well, if you don’t want to keep at it, go back and teach.  I can smell when something isn’t working.  You wanted to be considered a serious writer, that’s why I’m helping you."
208,"ANNE: No, that’s why I’m helping you.",ANNE,"No, that’s why I’m helping you."
209,"JACK: Anne, you have the gift of human insight.  When I try to do better, I fail miserably. Stop trying to write a bestseller.",JACK,"Anne, you have the gift of human insight.  When I try to do better, I fail miserably. Stop trying to write a bestseller."
210,ANNE: You’re the one who suggested this.  I came to your for help. Mr. Garrison…,ANNE,You’re the one who suggested this.  I came to your for help. Mr. Garrison…
211,"JACK: All right, this entire gamut was a terrible idea.  Either you quit crying about it or go back to the drawing board.  [Anne leaves]",JACK,"All right, this entire gamut was a terrible idea.  Either you quit crying about it or go back to the drawing board.  [Anne leaves]"
212,     SCENE: Anne’s apartment,     SCENE,Anne’s apartment
213,"JACK: [knocks on door] Anne.  Anne, it’s Jack.  I know you’re in there.  I know my comments were a bit disparaging.  I admit. [she slides the manuscript under the door]  Thank you.",JACK,"[knocks on door] Anne.  Anne, it’s Jack.  I know you’re in there.  I know my comments were a bit disparaging.  I admit. [she slides the manuscript under the door]  Thank you."
214,     SCENE: Winfield Publishers,     SCENE,Winfield Publishers
215,"MR. OWEN: Ah, Mr. Garrison.  I’m certainly looking forward to your next draft.  I’m sorry, Miss Shirley’s at lunch.  May I leave a message? [Jack leaves the manuscript on her desk]",MR. OWEN,"Ah, Mr. Garrison.  I’m certainly looking forward to your next draft.  I’m sorry, Miss Shirley’s at lunch.  May I leave a message? [Jack leaves the manuscript on her desk]"
216,     SCENE: Anne’s apartment,     SCENE,Anne’s apartment
217,"GILBERT: Jack Garrison’s notes seem to be pretty amusing.  You know,  no one can tell you how to write.",GILBERT,"Jack Garrison’s notes seem to be pretty amusing.  You know,  no one can tell you how to write."
218,"ANNE: Jack’s not telling me how to write, he’s commenting.",ANNE,"Jack’s not telling me how to write, he’s commenting."
219,"GILBERT: Well, you’ve been published before; why do you need him?",GILBERT,"Well, you’ve been published before; why do you need him?"
220,"ANNE: My first book was small, and not widely read.  Don’t worry.  He’s turned out to be a pretty good coach, really.",ANNE,"My first book was small, and not widely read.  Don’t worry.  He’s turned out to be a pretty good coach, really."
221,GILBERT: Oh.  Goodnight.  I’m heading back to my place.,GILBERT,Oh.  Goodnight.  I’m heading back to my place.
222,     SCENE: Bellevue Hospital operating room,     SCENE,Bellevue Hospital operating room
223,GILBERT: This is clearly malignant.  I prefer to let him have the use of his limbs for what little time he has left.  Stitch him back up.,GILBERT,This is clearly malignant.  I prefer to let him have the use of his limbs for what little time he has left.  Stitch him back up.
224,"DOCTOR: No, I think we can successfully remove it.",DOCTOR,"No, I think we can successfully remove it."
225,GILBERT: It’s highly unlikely.,GILBERT,It’s highly unlikely.
226,DOCTOR: You can’t discontinue without some benefit to this class.,DOCTOR,You can’t discontinue without some benefit to this class.
227,GILBERT: Put it on record that I have declined to continue for the safety of the patient. [he walks out],GILBERT,Put it on record that I have declined to continue for the safety of the patient. [he walks out]
228,     SCENE: Bellevue Hospital hallway,     SCENE,Bellevue Hospital hallway
229,"DR. POWELL: Dr. Blythe, get back in there!  For the sake of the residents in the gallery who aspire to be you.",DR. POWELL,"Dr. Blythe, get back in there!  For the sake of the residents in the gallery who aspire to be you."
230,GILBERT: I’m not about to perform just to enhance the prestige of this institution.  I’m sorry.,GILBERT,I’m not about to perform just to enhance the prestige of this institution.  I’m sorry.
231,     SCENE: Outside Bellevue hospital,     SCENE,Outside Bellevue hospital
232,ANNE: Gil!,ANNE,Gil!
233,GILBERT: The politics of this organization are more than I ever bargained for.,GILBERT,The politics of this organization are more than I ever bargained for.
234,ANNE: Sorry.  It doesn’t seem right that I should be so excited then.  I want you to read it.,ANNE,Sorry.  It doesn’t seem right that I should be so excited then.  I want you to read it.
235,GILBERT: You’re done.,GILBERT,You’re done.
236,ANNE: We’re submitting it tomorrow.,ANNE,We’re submitting it tomorrow.
237,     SCENE: A park,     SCENE,A park
238,GILBERT:  It’s the best of everything you’ve ever written.,GILBERT, It’s the best of everything you’ve ever written.
239,ANNE: YES! Are you certain?,ANNE,YES! Are you certain?
240,GILBERT: So much so that I have no idea why you are going to allow him to put his name on it alongside yours.,GILBERT,So much so that I have no idea why you are going to allow him to put his name on it alongside yours.
241,"ANNE: Because I couldn’t have done it without him.  And you, too.",ANNE,"Because I couldn’t have done it without him.  And you, too."
242,"GILBERT: Oh, can I put my name on it, too?",GILBERT,"Oh, can I put my name on it, too?"
243,ANNE: What if this is the only chance I ever have of getting it published?,ANNE,What if this is the only chance I ever have of getting it published?
244,GILBERT: Don’t sell yourself short.,GILBERT,Don’t sell yourself short.
245,ANNE: I’m not.  Jack is submitting it tomorrow under both our names.,ANNE,I’m not.  Jack is submitting it tomorrow under both our names.
246,GILBERT: Okay.  I can’t stop you.  I just think you deserve a proper credit.,GILBERT,Okay.  I can’t stop you.  I just think you deserve a proper credit.
247,     SCENE: Winfield Publishers,     SCENE,Winfield Publishers
248,"MR. OWEN: Miss Shirley, Mr. Winfield would like to see us both in his office right away.  Send those galleys to the top five distributors now, listen, and those demonstration covers as well, please.",MR. OWEN,"Miss Shirley, Mr. Winfield would like to see us both in his office right away.  Send those galleys to the top five distributors now, listen, and those demonstration covers as well, please."
249,ANNE: What?,ANNE,What?
250,"MR. OWEN: Oh, that’s the cover of Jack’s latest.  It’s sensational, isn’t it?  The book is a complete departure.  He’s written it just for women.  You did well in coercing him.  Mr. Winfield feels we’ve hit pay dirt on this one.",MR. OWEN,"Oh, that’s the cover of Jack’s latest.  It’s sensational, isn’t it?  The book is a complete departure.  He’s written it just for women.  You did well in coercing him.  Mr. Winfield feels we’ve hit pay dirt on this one."
251,"ANNE: Mr. Owen, this is my book.",ANNE,"Mr. Owen, this is my book."
252,"MR. OWEN: Oh, and send a personal note from me as senior editor, please. Thank you very much.  Come along, Miss Shirley.",MR. OWEN,"Oh, and send a personal note from me as senior editor, please. Thank you very much.  Come along, Miss Shirley."
253,ANNE: This is my original work.  This is my--.  This is my book.,ANNE,This is my original work.  This is my--.  This is my book.
254,"MR. OWEN:  Now, we’d all like to take credit for a job well done, but let’s not be absurd.",MR. OWEN," Now, we’d all like to take credit for a job well done, but let’s not be absurd."
255,     SCENE: Mr. Winfield’s office,     SCENE,Mr. Winfield’s office
256,"MR. WINFIELD: I’ve asked you both here at the request of Mr. Garrison and his legal council, Mr. Chambers.",MR. WINFIELD,"I’ve asked you both here at the request of Mr. Garrison and his legal council, Mr. Chambers."
257,MR. CHAMBERS: How do you do?,MR. CHAMBERS,How do you do?
258,"MR. WINFIELD: Here, now.  The finest novel Mr. Garrison ever penned.  Don’t you agree, Owen?",MR. WINFIELD,"Here, now.  The finest novel Mr. Garrison ever penned.  Don’t you agree, Owen?"
259,MR. OWEN: Sir.,MR. OWEN,Sir.
260,"MR. WINFIELD: However, Mr. Garrison asserts that he co-wrote it along with you, Miss Shirley.",MR. WINFIELD,"However, Mr. Garrison asserts that he co-wrote it along with you, Miss Shirley."
261,"ANNE: Mr. Garrison and I haven’t had the opportunity to re-discuss credit, but it is my original work, yes.",ANNE,"Mr. Garrison and I haven’t had the opportunity to re-discuss credit, but it is my original work, yes."
262,"MR. WINFIELD: Unfortunately, co-authorships don’t sell.  Your name would denigrate the promotability of Mr. Garrison’s.",MR. WINFIELD,"Unfortunately, co-authorships don’t sell.  Your name would denigrate the promotability of Mr. Garrison’s."
263,"MR. CHAMBERS: In any event, we want out of this contract.  Jack has nothing else to deliver and he has other professional interests he wants to pursue.",MR. CHAMBERS,"In any event, we want out of this contract.  Jack has nothing else to deliver and he has other professional interests he wants to pursue."
264,"MR. OWEN: I sincerely doubt Miss Shirley’s claims, sir.  She just hasn’t the experience.",MR. OWEN,"I sincerely doubt Miss Shirley’s claims, sir.  She just hasn’t the experience."
265,"MR. WINFIELD: Well, since your client is so anxious to be relieved of his contract, his provisions obligate us no further than Jack’s credit.",MR. WINFIELD,"Well, since your client is so anxious to be relieved of his contract, his provisions obligate us no further than Jack’s credit."
266,"ANNE: But, Mr. Winfield.  I pretty much wrote every word.",ANNE,"But, Mr. Winfield.  I pretty much wrote every word."
267,"MR. WINFIELD: Really?  Well, if that’s the case, you, my dear, are a terrible opportunist.",MR. WINFIELD,"Really?  Well, if that’s the case, you, my dear, are a terrible opportunist."
268,"ANNE: I wrote this book, and don’t you dare think of publishing these galleys or anything else of mine, or I’ll see you in court.",ANNE,"I wrote this book, and don’t you dare think of publishing these galleys or anything else of mine, or I’ll see you in court."
269,MR. WINFIELD: He submitted it.  His name goes on it.,MR. WINFIELD,He submitted it.  His name goes on it.
270,"MR. CHAMBERS: Good day, sir.",MR. CHAMBERS,"Good day, sir."
271,"MR. WINFIELD: Yes, good day to you.",MR. WINFIELD,"Yes, good day to you."
272,     SCENE: Street,     SCENE,Street
273,JACK: Anne.,JACK,Anne.
274,"ANNE: You hypocrite, swindler.  ",ANNE,"You hypocrite, swindler.  "
275,JACK: What?,JACK,What?
276,ANNE: What did you call this business?  Packaged goods?  You’re all nothing better than a bunch of pirates!,ANNE,What did you call this business?  Packaged goods?  You’re all nothing better than a bunch of pirates!
277,MR. CHAMBERS: Bad news: he’s going to publish it with all of your credit.  Good news: you’re out of your contract.,MR. CHAMBERS,Bad news: he’s going to publish it with all of your credit.  Good news: you’re out of your contract.
278,"JACK: Anne!  Anne, wait!  He can’t publish it; I won’t allow it.  You’re making a big mistake.",JACK,"Anne!  Anne, wait!  He can’t publish it; I won’t allow it.  You’re making a big mistake."
279,ANNE: The only mistake I made was seeing stars in my eyes when I agreed to this charade. ,ANNE,The only mistake I made was seeing stars in my eyes when I agreed to this charade. 
280,"JACK: Yes, it was a charade.  I wanted to work with you.  I admire you. I love you.  [Anne slaps him]",JACK,"Yes, it was a charade.  I wanted to work with you.  I admire you. I love you.  [Anne slaps him]"
281,     SCENE: Anne’s apartment,     SCENE,Anne’s apartment
282,"ANNE: There.  If it never gets published, at least I’ve preserved some dignity.",ANNE,"There.  If it never gets published, at least I’ve preserved some dignity."
283,GILBERT: I just don’t know what to tell you.,GILBERT,I just don’t know what to tell you.
284,"ANNE: Nothing. I have to ask myself, how could I have been so naïve?",ANNE,"Nothing. I have to ask myself, how could I have been so naïve?"
285,"GILBERT: Because you’re always going off so impulsively, trying to be someone other than yourself.   But I love you for all your unpredictability.",GILBERT,"Because you’re always going off so impulsively, trying to be someone other than yourself.   But I love you for all your unpredictability."
286,"ANNE: When I said that I’d get used to here, I meant it.  I won’t let you down.  I’ll find something else.",ANNE,"When I said that I’d get used to here, I meant it.  I won’t let you down.  I’ll find something else."
287,"GILBERT: Anne, you’re never going to find another job in any publishing company in New York once this gets out.",GILBERT,"Anne, you’re never going to find another job in any publishing company in New York once this gets out."
288,ANNE: What’s so blessed funny?,ANNE,What’s so blessed funny?
289,"GILBERT: Oh, come on, Anne.  This is not the end of the world.  I’m never going to be the renowned physician they’d like to make of me at Bellevue.  I’m happy being a good doctor.  That’s all.  Let’s go home.",GILBERT,"Oh, come on, Anne.  This is not the end of the world.  I’m never going to be the renowned physician they’d like to make of me at Bellevue.  I’m happy being a good doctor.  That’s all.  Let’s go home."
290,ANNE: Really?  [Gilbert nods],ANNE,Really?  [Gilbert nods]
291,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- Next,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- Next,
0,Script: Part 3,Script,Part 3
1,SCENE: Prince Edward Island seaport,SCENE,Prince Edward Island seaport
2,"GILBERT: Anne, there’s Diana.  I’m just going to grab a paper.",GILBERT,"Anne, there’s Diana.  I’m just going to grab a paper."
3,ANNE: Diana!,ANNE,Diana!
4,RED CROSS WOMAN 1: Two hundred men just signed up today.  Where were you?,RED CROSS WOMAN 1,Two hundred men just signed up today.  Where were you?
5,GILBERT: I just stepped off the ferry. [she puts a white feather in his button hole],GILBERT,I just stepped off the ferry. [she puts a white feather in his button hole]
6,RED CROSS WOMAN 1: You can step right back on it and defend your country if you’re worth your salt.,RED CROSS WOMAN 1,You can step right back on it and defend your country if you’re worth your salt.
7,GILBERT: Fred.  Good to see you.,GILBERT,Fred.  Good to see you.
8,"FRED: I see you were accosted, too.  [he takes Gilbert’s white feather]  Sign of the coward.  Those dames are trying to incite fellas to enlist.",FRED,"I see you were accosted, too.  [he takes Gilbert’s white feather]  Sign of the coward.  Those dames are trying to incite fellas to enlist."
9,GILBERT: Where are they taking them?,GILBERT,Where are they taking them?
10,FRED: The old quarantine hospital up the coast has been converted into a convalescence home for boys lucky enough to be sent back.,FRED,The old quarantine hospital up the coast has been converted into a convalescence home for boys lucky enough to be sent back.
11,"GILBERT: I should drive up, see if they need a hand.",GILBERT,"I should drive up, see if they need a hand."
12,"DIANA: You’re not going anywhere, Gilbert Blythe.  You and your bride and I have business to discuss.",DIANA,"You’re not going anywhere, Gilbert Blythe.  You and your bride and I have business to discuss."
13,"FRED: Best to choose your battles with these new-fangled businesswomen, Gil.",FRED,"Best to choose your battles with these new-fangled businesswomen, Gil."
14,     SCENE: Green Gables,     SCENE,Green Gables
15,"DIANA: Well, will you look at that.  Mr Harrison’s gone and sold the place.",DIANA,"Well, will you look at that.  Mr Harrison’s gone and sold the place."
16,ANNE: Please go.,ANNE,Please go.
17,DIANA: Aren’t you the least bit curious?,DIANA,Aren’t you the least bit curious?
18,"ANNE: No, and it is cruel of you to go on and on about it. What are you smiling at?",ANNE,"No, and it is cruel of you to go on and on about it. What are you smiling at?"
19,"DIANA: You, you silly goose!",DIANA,"You, you silly goose!"
20,ANNE: Why?,ANNE,Why?
21,DIANA: Gilbert’s gone and bought the place for you.,DIANA,Gilbert’s gone and bought the place for you.
22,GILBERT: With a little help from Fred and Ben.,GILBERT,With a little help from Fred and Ben.
23,"ANNE: That is just the most generous thing anyone has ever done for me.  It makes up for every unfulfilled dream I ever contemplated.  [runs up to the house]  Let me go in alone, just for a moment. [she reminisces of old times with Marilla and Matthew]",ANNE,"That is just the most generous thing anyone has ever done for me.  It makes up for every unfulfilled dream I ever contemplated.  [runs up to the house]  Let me go in alone, just for a moment. [she reminisces of old times with Marilla and Matthew]"
24,DIANA: Is everything all right?,DIANA,Is everything all right?
25,ANNE:  I’m home now.  This is my house.,ANNE, I’m home now.  This is my house.
26,DIANA: We’ll be back for you in a couple of hours.,DIANA,We’ll be back for you in a couple of hours.
27,ANNE: Diana said I can stay with them until the wedding.  And that way you can live here; you won’t have to board in town.,ANNE,Diana said I can stay with them until the wedding.  And that way you can live here; you won’t have to board in town.
28,"GILBERT: Oh, I get to do all the work, I see.",GILBERT,"Oh, I get to do all the work, I see."
29,"ANNE: I didn’t mean it like that.  We did the right thing, didn’t we?",ANNE,"I didn’t mean it like that.  We did the right thing, didn’t we?"
30,GILBERT: Sure we did.,GILBERT,Sure we did.
31,ANNE: What is it?,ANNE,What is it?
32,GILBERT: Nothing.  I was just thinking about Dr. Powell.  My leaving was an awful setback to him.  We did the right thing.,GILBERT,Nothing.  I was just thinking about Dr. Powell.  My leaving was an awful setback to him.  We did the right thing.
33,"ANNE:  Well, we can’t always take the most obvious road in life.",ANNE," Well, we can’t always take the most obvious road in life."
34,     SCENE: Carmody,     SCENE,Carmody
35,"SPEAKER: Our gains have been substantial, ladies and gentlemen.  For every one hundred men who stood beside our king of Flanders, over two hundred enemy have fallen.  And if this trend continues, victory must soon be ours.",SPEAKER,"Our gains have been substantial, ladies and gentlemen.  For every one hundred men who stood beside our king of Flanders, over two hundred enemy have fallen.  And if this trend continues, victory must soon be ours."
36,JOSIE PYE: Gil.,JOSIE PYE,Gil.
37,GILBERT: Moody.  ,GILBERT,Moody.  
38,MOODY SPURGEON: Good to see you.,MOODY SPURGEON,Good to see you.
39,GILBERT: Josie.,GILBERT,Josie.
40,JOSIE PYE: We heard you were setting up an office at Green Gables.,JOSIE PYE,We heard you were setting up an office at Green Gables.
41,MOODY SPURGEON: Yes.,MOODY SPURGEON,Yes.
42,GILBERT: But so far no one has showed up for so much as a toothache.,GILBERT,But so far no one has showed up for so much as a toothache.
43,"JOSIE PYE: Well, there are more crucial events abroad that need safekeeping more than Green Gables.",JOSIE PYE,"Well, there are more crucial events abroad that need safekeeping more than Green Gables."
44,"GILBERT: I know that, Josie.",GILBERT,"I know that, Josie."
45,ANNE: Moody. Josie.  How lovely.,ANNE,Moody. Josie.  How lovely.
46,MOODY SPURGEON: Anne.,MOODY SPURGEON,Anne.
47,ANNE: It’s nice to have a few people our age who have stayed in Avonlea.,ANNE,It’s nice to have a few people our age who have stayed in Avonlea.
48,"MOODY SPURGEON: Yes, everybody seems to have left.  Look at it here.  Carmody here has become such a big booming city, now.  But it’s good to see you’re staying.",MOODY SPURGEON,"Yes, everybody seems to have left.  Look at it here.  Carmody here has become such a big booming city, now.  But it’s good to see you’re staying."
49,"JOSIE PYE: Well, congratulations are in order.  I hear Diana Barry is having the reception.",JOSIE PYE,"Well, congratulations are in order.  I hear Diana Barry is having the reception."
50,"ANNE: Yes, I hope you’ll honor us with your presence.",ANNE,"Yes, I hope you’ll honor us with your presence."
51,"JOSIE PYE: Will you be getting married in uniform, Gil?",JOSIE PYE,"Will you be getting married in uniform, Gil?"
52,ANNE: Gil’s setting up to serve the community here.  And the papers say the war is going to be over in a few weeks.,ANNE,Gil’s setting up to serve the community here.  And the papers say the war is going to be over in a few weeks.
53,"JOSIE PYE: Well, I suppose it’s not your fault if the American papers never report things accurately.  It’s nothing less than a disaster. My three brothers have left.  I mean, even pa’s gone as a civilian.",JOSIE PYE,"Well, I suppose it’s not your fault if the American papers never report things accurately.  It’s nothing less than a disaster. My three brothers have left.  I mean, even pa’s gone as a civilian."
54,GILBERT: All able-bodied men feel a responsibility to protect our empire.,GILBERT,All able-bodied men feel a responsibility to protect our empire.
55,"ANNE: Able-bodied men are needed at home, too.  Look at Dr. Stuart running the convalescence home for casualties.  Gil’s volunteering there.",ANNE,"Able-bodied men are needed at home, too.  Look at Dr. Stuart running the convalescence home for casualties.  Gil’s volunteering there."
56,JOSIE PYE: Dr. Stuart’s near retirement.  No one in this town will be seen by a doctor not prepared to serve his country.,JOSIE PYE,Dr. Stuart’s near retirement.  No one in this town will be seen by a doctor not prepared to serve his country.
57,"ANNE: Josie.  Moody.  [they leave]  Well, I can see her tongue has grown by a yard since we’ve been away.  That was practically a threat.",ANNE,"Josie.  Moody.  [they leave]  Well, I can see her tongue has grown by a yard since we’ve been away.  That was practically a threat."
58,GILBERT: She’s always been jealous of you and me.,GILBERT,She’s always been jealous of you and me.
59,ANNE: For heaven’s sake.  The only men who can help left are the Dr. Stuarts.  This island will need all the help it can muster.,ANNE,For heaven’s sake.  The only men who can help left are the Dr. Stuarts.  This island will need all the help it can muster.
60,GILBERT: I should pay Dr. Stuart a visit.,GILBERT,I should pay Dr. Stuart a visit.
61,     SCENE: Convalescence home,     SCENE,Convalescence home
62,GILBERT: Whoa.  I want to see how I much assistance I can be here. I won’t be long.,GILBERT,Whoa.  I want to see how I much assistance I can be here. I won’t be long.
63,"ANNE: I have lots to keep my busy.  Gil, do you think it’s as bad as they say overseas?",ANNE,"I have lots to keep my busy.  Gil, do you think it’s as bad as they say overseas?"
